survey_time,correlation_id,gender,age,race,education,ideology,party ID,political_interest,"To check whether you are reading the questions, click on the second answer from the top.",false1_acc,false1_bias,false1_trust,false1_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,false2_acc,false2_bias,false2_trust,false2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Journalists,Fact-checkers,U.S. Government,University Professors,Social media,Traditional media,Scientists,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_bias,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_bias,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust ,HL6_partisan_right_favor,HL1_fake_left_acc,HL1_fake_left_bias,HL1_fake_left_trust,HL1_fake_left_favor,HL2_fake_left_acc,HL2_fake_left_bias,HL2_fake_left_trust,HL2_fake_left_favor,HL3_fake_left_acc,HL3_fake_left_bias,HL3_fake_left_trust,HL3_fake_left_favor,HL4_fake_left_acc,HL4_fake_left_bias,HL4_fake_left_trust,HL4_fake_left_favor,HL5_fake_left_acc,HL5_fake_left_bias,HL5_fake_left_trust,HL5_fake_left_favor,HL6_fake_left_acc,HL6_fake_left_bias,HL6_fake_left_trust,HL6_fake_left_favor,HL1_fake_right_acc,HL1_fake_right_bias,HL1_fake_right_trust,HL1_fake_right_favor,HL2_fake_right_acc,HL2_fake_right_bias,HL2_fake_right_trust,HL2_fake_right_favor,HL3_fake_right_acc,HL3_fake_right_bias,HL3_fake_right_trust,HL3_fake_right_favor,HL4_fake_right_acc,HL4_fake_right_bias,HL4_fake_right_trust,HL4_fake_right_favor,HL5_fake_right_acc,HL5_fake_right_bias,HL5_fake_right_trust,HL5_fake_right_favor,HL6_fake_right_acc,HL6_fake_right_bias,HL6_fake_right_trust,HL6_fake_right_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,NATIONALREPORT.COM,WORLDNEWSDAILYREPORT.COM,APNEWS.COM,USATODAY.COM,FACTCHECK.ORG,WASHINGTONPOST.COM,DIGITAL.COM,COMMONSENSE.ORG,misp,skept,trust,visit_medialit,visit_news,visit_fake ,visit_fact,tr_factcheck,tr_medialit,tr_coverage ,tr_all 
10/25/22 20:04,80dOAG3kCjw2LYMhK69D8Q**,Male,35 to 44,Hispanic or Latino,High School Graduate,Somewhat liberal,A not very strong Democrat,Somewhat interested,Last year,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,3,1,,,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>Yes;WASHINGTONPOST.COM=>Yes;WASHINGTONPOST.COM=>No;APNEWS.COM=>No;WASHINGTONPOST.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No;DIGITAL.COM=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No,9,0,0,562,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/25/22 20:03,80dOAG3kCjxBoFR0UxEb2Q**,Male,25 to 34,Black or African American,High School Graduate,Very liberal,Independent (close to neither party),Not at all interested,Last year,2,3,1,3,3,3,2,3,3,2,3,3,2,3,4,3,3,2,4,2,1,3,1,4,1,2,4,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>Yes,2,0,0,525,1,No,No,Yes,No,Yes,No,No,No,,,,,,,,,,,
10/25/22 20:03,80dOAG3kCjxN4ZdmhqXSww**,Male,45 to 54,Other,Master's Degree,Very conservative,A strong Republican,Extremely interested,Last year,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,1,4,1,4,1,5,7,7,5,1,3,7,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No,8,0,1,537,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/25/22 20:02,80dOAG3kCjyVZh4fSKzWqQ**,Male,65+,Non-Hispanic White,Some College Complete,Very liberal,"Independent, lean toward Democrat",Extremely interested,Last year,2,4,1,4,3,2,3,1,3,1,3,1,1,4,1,4,3,1,3,1,6,6,6,6,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;APNEWS.COM=>Yes;NATIONALREPORT.COM=>No;DIGITAL.COM=>Yes;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>No;FACTCHECK.ORG=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No;APNEWS.COM=>Yes;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>No,9,0,1,460,1,No,No,Yes,No,Yes,Yes,No,No,,,,,,,,,,,
10/25/22 19:59,80dOAG3kCjw8LCYnYXIC4Q**,Male,65+,Non-Hispanic White,College Degree,Somewhat conservative,"Independent, lean toward Republican",Somewhat interested,Last year,2,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,3,2,2,2,2,1,4,5,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>No;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No,2,0,0,589,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/25/22 19:58,80dOAG3kCjwO7SZDouFLRA**,Male,65+,Non-Hispanic White,Master's Degree,Middle of the road,Independent (close to neither party),Very interested,Last year,1,3,1,3,3,2,3,2,3,2,3,2,1,1,1,1,3,2,3,2,6,6,4,3,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>No;NATIONALREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>No;DIGITAL.COM=>No;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>Yes,7,0,0,494,2,No,No,Yes,Yes,No,Yes,No,No,,,,,,,,,,,
10/25/22 19:58,80dOAG3kCjz6q8hspnVuYg**,Male,35 to 44,Non-Hispanic White,Some College Complete,Very conservative,A not very strong Republican,Extremely interested,Last year,3,1,3,1,2,1,2,1,3,1,3,4,2,2,2,4,3,1,3,1,4,1,2,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,2,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,2,,,,,,,,,,,,,;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>Yes;USATODAY.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>No;FACTCHECK.ORG=>No;WASHINGTONPOST.COM=>No,7,0,0,481,2,No,Yes,No,No,No,No,No,No,,,,,,,,,,,
10/25/22 19:57,80dOAG3kCjzY26A6ylwTqw**,Male,55 to 64,Non-Hispanic White,Some College Complete,Somewhat liberal,A strong Democrat,Extremely interested,Last year,3,1,3,1,1,3,3,1,4,1,4,1,3,1,3,1,4,1,4,1,6,7,3,6,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>Yes;APNEWS.COM=>Yes;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes,8,0,0,417,1,Yes,No,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,
10/25/22 19:56,80dOAG3kCjx3UzQ40C3Cgg**,Male,65+,Non-Hispanic White,College Degree,Somewhat conservative,A strong Republican,Extremely interested,Last year,4,1,3,1,2,3,2,3,3,1,3,1,2,3,2,1,2,3,2,3,1,4,2,1,1,2,4,,,,,,,,,,,,,,,,,,,,,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>No;USATODAY.COM=>No;APNEWS.COM=>Yes;DIGITAL.COM=>No;NATIONALREPORT.COM=>Yes;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes,1,0,0,467,1,Yes,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,,
10/25/22 19:56,80dOAG3kCjyw8DvNkLEz3Q**,Male,55 to 64,Non-Hispanic White,Some College Complete,Middle of the road,Independent (close to neither party),Not at all interested,Last year,1,1,1,1,3,3,2,1,3,3,2,2,3,3,2,2,1,3,1,1,4,4,4,5,3,4,6,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,;DIGITAL.COM=>Yes;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>Yes;APNEWS.COM=>No,2,0,0,416,2,No,No,No,Yes,Yes,No,Yes,Yes,,,,,,,,,,,
10/25/22 19:56,80dOAG3kCjzHdAdZh7PG5g**,Male,65+,Non-Hispanic White,Master's Degree,Somewhat conservative,"Independent, lean toward Republican",Somewhat interested,Last year,1,3,1,2,2,3,2,3,2,3,2,2,1,3,1,2,2,3,3,2,4,5,3,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No,2,0,0,464,2,No,No,Yes,No,Yes,Yes,No,No,,,,,,,,,,,
10/25/22 19:55,80dOAG3kCjwKjxlIbqu3FQ**,Male,65+,Non-Hispanic White,Some College Complete,Somewhat conservative,"Independent, lean toward Republican",Extremely interested,Last year,2,3,2,3,2,2,2,3,3,2,3,2,1,4,1,4,3,2,3,2,2,3,3,2,1,3,5,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes;USATODAY.COM=>Yes;COMMONSENSE.ORG=>No,7,0,0,449,2,No,No,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,
10/25/22 19:54,80dOAG3kCjyT4dcQTGcztQ**,Male,35 to 44,Non-Hispanic White,Master's Degree,Somewhat liberal,A strong Republican,Very interested,Last year,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,6,5,5,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>Yes;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>No;DIGITAL.COM=>Yes;APNEWS.COM=>No;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No,6,0,8,312,1,No,Yes,No,Yes,Yes,Yes,Yes,No,,,,,,,,,,,
10/25/22 19:53,80dOAG3kCjz6EhYCGya3lA**,Male,65+,Non-Hispanic White,Some College Complete,Somewhat liberal,A strong Democrat,Not at all interested,Last year,2,3,2,3,3,2,3,1,3,2,3,2,2,3,2,3,3,1,3,1,4,4,3,4,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;FACTCHECK.ORG=>No,1,0,0,293,2,No,No,No,No,No,No,No,No,,,,,,,,,,,
10/25/22 18:51,80dOAG3kCjw2jWOURh2WAA**,Male,18 to 24,Non-Hispanic White,Some High School or less,Very conservative,A strong Democrat,Not very interested,Last year,1,4,1,4,3,1,3,1,3,2,4,2,1,4,1,4,4,2,3,3,3,6,3,7,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No;APNEWS.COM=>Yes;COMMONSENSE.ORG=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>Yes,1,0,3,441,1,Yes,No,Yes,Yes,No,No,No,No,,,,,,,,,,,
10/25/22 18:31,80dOAG3kCjwagGsL37IaoQ**,Male,45 to 54,Black or African American,Some High School or less,Middle of the road,A not very strong Democrat,Somewhat interested,Last year,1,3,3,2,3,2,3,2,3,2,4,3,2,3,2,3,4,1,3,2,5,6,6,6,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes,3,0,8,1009,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
10/25/22 18:13,80dOAG3kCjx_qwOcECwGDg**,Male,18 to 24,Hispanic or Latino,Some High School or less,Somewhat conservative,Independent (close to neither party),Not at all interested,Last year,2,1,2,2,3,1,2,1,2,2,2,2,3,1,3,2,4,2,3,1,3,3,4,5,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;COMMONSENSE.ORG=>Yes;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No,7,0,0,673,2,No,No,No,Yes,Yes,Yes,No,Yes,,,,,,,,,,,
10/25/22 15:29,80dOAG3kCjwAupFTKnsJVg**,Male,18 to 24,Non-Hispanic White,Some High School or less,Somewhat conservative,Independent (close to neither party),Somewhat interested,Last year,1,4,1,2,3,2,3,1,3,1,4,1,1,3,2,2,4,1,4,1,3,4,1,5,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes,9,0,0,787,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
10/25/22 2:03,hQelfvHDvKGK_TB4Znto9g**,Male,35 to 44,Asian or Asian American,Some College Complete,Somewhat liberal,"Independent, lean toward Democrat",Somewhat interested,Last year,2,2,2,2,3,3,3,3,3,3,3,1,3,2,3,1,3,1,3,1,4,5,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>Yes,9,0,1,570,1,No,No,No,No,Yes,Yes,No,No,,,,,,,,,,,
10/25/22 1:49,80dOAG3kCjw-YPXHp78aLQ**,Male,18 to 24,Non-Hispanic White,Some High School or less,Very liberal,"Independent, lean toward Democrat",Not at all interested,Last year,2,3,1,2,3,3,2,2,4,4,2,4,2,2,2,3,3,2,3,2,2,4,1,4,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,,,,,,,,,,,,,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>No;APNEWS.COM=>No,8,0,0,3118,1,No,No,No,No,No,Yes,No,No,,,,,,,,,,,
10/24/22 23:45,80dOAG3kCjzotK8WyvXHJA**,Male,45 to 54,Other,Some High School or less,Middle of the road,Independent (close to neither party),Very interested,Last year,4,1,3,2,3,2,3,1,3,1,3,1,3,2,3,2,4,1,4,1,4,3,1,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;NATIONALREPORT.COM=>Yes;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>No;FACTCHECK.ORG=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No;WORLDNEWSDAILYREPORT.COM=>Yes,9,0,2,975,1,Yes,Yes,Yes,No,No,No,No,Yes,,,,,,,,,,,
10/24/22 20:20,hQelfvHDvKEE3VFYzTWhdQ**,Male,18 to 24,Black or African American,Some College Complete,Very liberal,Independent (close to neither party),Somewhat interested,Last year,3,1,1,1,3,1,3,2,4,1,4,1,3,1,3,1,4,1,4,1,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>Yes;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>Yes;USATODAY.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes,1,0,8,515,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
10/24/22 12:50,80dOAG3kCjyT2G6ZqF3djw**,Male,45 to 54,Non-Hispanic White,Some High School or less,Somewhat conservative,A not very strong Republican,Somewhat interested,Last year,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2,3,3,4,5,3,5,3,3,2,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,4,,,,,,,,,,,,,,,,,;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;NATIONALREPORT.COM=>Yes;FACTCHECK.ORG=>Yes;USATODAY.COM=>Yes,7,0,0,1206,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,
10/24/22 8:59,80dOAG3kCjwFXQZdv6FKEw**,Male,18 to 24,Non-Hispanic White,Some High School or less,Middle of the road,Independent (close to neither party),Not at all interested,Last year,3,2,2,2,3,1,2,2,3,3,2,3,2,3,2,1,4,1,3,1,3,7,2,6,4,2,7,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes;USATODAY.COM=>No;APNEWS.COM=>No,3,0,0,1892,1,No,No,No,No,No,No,No,Yes,,,,,,,,,,,
